work_ID,work_species,work_author,trait_value_3.3.1,trait_value_3.3.2,trait_value_3.6.1,trait_value_3.6.2,trait_value_3.6.3,agreement_3.3.1,agreement_3.3.2,agreement_3.6.1,agreement_3.6.2,agreement_3.6.3,n_3.3.1,n_3.3.2,n_3.6.1,n_3.6.2,n_3.6.3,references_3.3.1,references_3.3.2,references_3.6.1,references_3.6.2,references_3.6.3
46224,Urtica incisa,Poir.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46227,Urtica membranacea,Poir. ex Savigny,unspecialized,anthropochorous,abiotic,wind,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46241,Utricularia australis,R.Br.,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,3,2,1,10255,NA,"103,131,031,510,328","1,031,310,328",10315
46251,Utricularia gibba,L.,hydrochorous,hydrochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46284,Uvaria calamistrata,Hance,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46288,Uvaria grandiflora,Roxb. ex Hornem.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46303,Vaccinium arboreum,Marshall,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
46308,Vaccinium bracteatum,Thunb.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46314,Vaccinium corymbosum,L.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,2,NA,1,1,1,"1,019,110,255",NA,10315,10315,10315
46316,Vaccinium cylindraceum,Sm.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46330,Vaccinium macrocarpon,Aiton,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,2,NA,2,2,1,"1,019,710,313",NA,"1,031,310,315","1,031,310,315",10315
46332,Vaccinium microcarpum,(Turcz. ex Rupr.) Schmalh.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46333,Vaccinium myrtillus,L.,zoochorous,endozoochorous,biotic,insect,bee,1,0.667,1,1,1,2,3,2,1,1,"1,019,710,255","1,024,210,313","1,031,310,315",10313,10315
46336,Vaccinium oxycoccos,L.,zoochorous,endozoochorous,biotic,insect,bee,1,1,1,1,1,3,1,2,2,1,"101,971,025,510,313",10313,"1,031,310,315","1,031,310,315",10315
46348,Vaccinium uliginosum,L.,zoochorous,endozoochorous,biotic,insect,insect,1,0.667,1,1,1,3,3,2,2,1,"101,971,025,510,313","1,024,210,313","1,031,310,315","1,031,310,315",10315
46350,Vaccinium vitis-idaea,L.,zoochorous,endozoochorous,biotic,insect,bee,1,0.667,1,1,1,2,3,2,1,1,"1,019,710,255","1,024,210,313","1,031,310,315",10313,10315
46365,Valeriana dioica,L.,anemochorous,anemochorous,biotic,insect,NA,1,0.75,1,1,NA,1,2,2,1,NA,10313,"1,031,310,191","1,031,310,315",10313,NA
46372,Valeriana montana,L.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46373,Valeriana officinalis,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10313,NA,"1,031,310,315","1,031,310,315",NA
46377,Valeriana sedifolia,d'Urv.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
46438,Varronia bullata,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46442,Vasconcellea pubescens,A.DC.,zoochorous,endozoochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46453,Vavaea amicorum,Benth.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
46456,Veitchia arecina,Becc.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
46468,Vellereophyton dealbatum,(Thunb.) Hilliard & B.L.Burtt,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
46470,Ventenata dubia,(Leers) Coss. & Durieu,zoochorous,NA,abiotic,wind,NA,1,NA,1,1,NA,1,NA,1,1,NA,10191,NA,10313,10313,NA
46476,Ventilago malaccensis,Ridl.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46481,Ventilago vitiensis,A.Gray,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,034,910,599","1,034,910,599",NA,NA,NA
46482,Vepris lanceolata,(Lam.) G.Don,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
46492,Verbascum chaixii,Vill.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46495,Verbascum densiflorum,Bertol.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
46498,Verbascum lychnitis,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,1,NA,10313,NA,"1,031,310,315",10313,NA
46501,Verbascum nigrum,L.,anemochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,1,NA,10313,NA,"1,031,310,315",10313,NA
46502,Verbascum phlomoides,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
46503,Verbascum phoeniceum,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
46512,Verbascum thapsus,L.,anemochorous,NA,biotic,insect,NA,0.75,NA,1,1,NA,2,NA,4,3,NA,"1,024,710,255",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
46514,Verbena bonariensis,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,2,2,NA,"1,024,710,328",NA,"1,024,710,328","1,024,710,328",NA
46521,Verbena litoralis,Kunth,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46522,Verbena officinalis,L.,unspecialized,NA,biotic,insect,NA,0.667,NA,1,1,NA,3,NA,5,3,NA,"1,024,710,328",NA,"1,019,910,247,103,130,000,000,000","102,471,031,310,328",NA
46523,Verbena rigida,Spreng.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,1,1,NA,"1,024,710,328",NA,10247,10247,NA
46576,Veronica acinifolia,L.,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46579,Veronica agrestis,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,4,3,NA,"1,024,710,328",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
46582,Veronica americana,(Raf.) Schwein. ex Benth.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46585,Veronica anagallis-aquatica,L.,unspecialized,NA,biotic,insect,fly,1,NA,1,1,1,1,NA,3,2,1,10328,NA,"103,131,031,510,328","1,031,310,328",10315
46591,Veronica austriaca,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10191,NA,10313,10313,NA
46603,Veronica chamaedrys,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10328,NA,"1,031,310,315","1,031,310,315",NA
46612,Veronica cymbalaria,Bodard,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46613,Veronica dabneyi,Hochst. ex Seub.,hydrochorous,hydrochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46621,Veronica elliptica,G.Forst.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
46623,Veronica filiformis,Sm.,unspecialized,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,3,2,1,10328,NA,"103,131,031,510,328","1,031,310,328",10315
46626,Veronica fruticans,Jacq.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46627,Veronica gentianoides,Vahl,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46633,Veronica hederifolia,L.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,2,1,10255,NA,"1,031,310,315","1,031,310,315",10315
46643,Veronica longifolia,L.,anemochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,2,1,10313,NA,"1,031,310,315","1,031,310,315",10315
46665,Veronica peregrina,L.,unspecialized,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,3,2,1,10247,NA,"102,471,031,310,315","1,024,710,313",10315
46668,Veronica plebeia,R.Br.,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
46669,Veronica polita,Fr.,unspecialized,NA,biotic,insect,fly,1,NA,1,1,1,2,NA,3,2,1,"1,024,710,328",NA,"102,471,031,310,315","1,024,710,313",10315
46680,Veronica salicifolia,G.Forst.,unspecialized,NA,biotic,insect,NA,0.667,NA,1,1,NA,3,NA,1,1,NA,"1,019,110,328",NA,10328,10328,NA
46684,Veronica scutellata,L.,unspecialized,NA,biotic,insect,fly,1,NA,1,1,1,1,NA,3,2,1,10328,NA,"103,131,031,510,328","1,031,310,328",10315
46695,Veronica stricta,Banks & Sol. ex Benth.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46711,Veronica urticifolia,Jacq.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46714,Veronica verna,L.,unspecialized,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,2,1,1,10328,NA,"1,031,310,315",10313,10315
46719,Verschaffeltia splendida,H.Wendl.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46729,Viburnum dentatum,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
46738,Viburnum lantana,L.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,2,NA,2,1,1,"1,019,710,255",NA,"1,031,310,315",10313,10315
46742,Viburnum nudum,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
46743,Viburnum odoratissimum,Ker Gawl.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46744,Viburnum opulus,L.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,1,2,NA,2,1,1,"1,019,710,255",NA,"1,031,310,315",10313,10315
46745,Viburnum plicatum,Thunb.,zoochorous,endozoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
46748,Viburnum recognitum,Fernald,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46755,Viburnum tinus,L.,zoochorous,endozoochorous,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,019,710,255","1,029,110,328",NA,NA,NA
46763,Vicia articulata,Hornem.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46765,Vicia benghalensis,L.,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46766,Vicia bithynica,(L.) L.,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46768,Vicia cassubica,L.,autochorous,autochorous,biotic,insect,NA,1,0.75,1,1,NA,1,2,1,1,NA,10313,"1,031,310,191",10313,10313,NA
46772,Vicia cracca,L.,autochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10313,NA,"1,031,310,315","1,031,310,315",NA
46773,Vicia cretica,Boiss. & Heldr.,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10291,10291,NA,NA,NA
46775,Vicia dennesiana,H.C.Watson,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46776,Vicia disperma,DC.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46777,Vicia ervilia,(L.) Willd.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46782,Vicia grandiflora,Scop.,autochorous,autochorous,biotic,insect,bee,1,1,1,1,1,2,2,2,1,1,"1,019,110,313","1,019,110,313","1,031,310,315",10313,10315
46784,Vicia hirsuta,(L.) Gray,autochorous,NA,biotic,insect,bee,0.667,NA,1,1,0.667,3,NA,5,3,2,"1,024,710,313",NA,"1,019,910,247,103,130,000,000,000","102,471,031,310,328","1,031,510,199"
46785,Vicia hybrida,L.,autochorous,autochorous,biotic,insect,bee,1,1,1,1,1,1,1,1,1,1,10191,10191,10315,10315,10315
46787,Vicia lathyroides,L.,autochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10313,NA,10313,10313,NA
46791,Vicia lutea,L.,autochorous,autochorous,biotic,insect,bee,1,0.75,1,1,1,1,2,2,1,1,10313,"1,031,310,191","1,031,310,315",10313,10315
46798,Vicia orobus,DC.,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
46800,Vicia pannonica,Crantz,autochorous,autochorous,biotic,insect,bee,1,0.75,1,1,1,1,2,2,1,1,10313,"1,031,310,191","1,031,310,315",10313,10315
46801,Vicia parviflora,Cav.,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,2,2,2,2,NA,"1,024,710,313","1,024,710,313","1,024,710,313","1,024,710,313",NA
46803,Vicia pisiformis,L.,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,2,2,1,1,NA,"1,019,110,313","1,019,110,313",10313,10313,NA
46805,Vicia sativa,L.,autochorous,NA,biotic,insect,NA,0.667,NA,1,1,NA,3,NA,4,3,NA,"1,024,710,313",NA,"10,247,103,131,031,500,000","102,471,031,310,328",NA
46807,Vicia sepium,L.,autochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,2,1,1,10313,NA,"1,031,310,315",10313,10315
46811,Vicia sylvatica,L.,autochorous,autochorous,biotic,insect,NA,1,0.75,1,1,NA,1,2,1,1,NA,10313,"1,031,310,191",10313,10313,NA
46812,Vicia tenuifolia,Roth,autochorous,autochorous,biotic,insect,bee,1,1,1,1,1,2,2,2,2,1,"1,019,110,313","1,019,110,313","1,031,310,315","1,031,310,315",10315
46815,Vicia villosa,Roth,autochorous,autochorous,biotic,insect,bee,0.75,0.75,1,1,1,4,4,3,3,1,"102,471,019,110,313","102,471,019,110,313","102,471,031,310,315","102,471,031,310,315",10315
46827,Vigna luteola,(Jacq.) Benth.,hydrochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10255,10175,NA,NA,NA
46828,Vigna marina,(Burm.) Merr.,hydrochorous,hydrochorous,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,034,910,599","1,034,910,599",NA,NA,NA
46836,Vigna reflexopilosa,Hayata,hydrochorous,hydrochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
46842,Vigna unguiculata,(L.) Walp.,hydrochorous,hydrochorous,biotic,insect,insect,1,1,1,1,1,1,1,1,1,1,10349,10349,10199,10199,10199
46849,Vinca difformis,Pourr.,unspecialized,anthropochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10247,10247,10247,10247,NA
46850,Vinca major,L.,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,2,NA,2,2,NA,"1,024,710,328",NA,"1,024,710,328","1,024,710,328",NA
46851,Vinca minor,L.,unspecialized,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,3,2,1,10328,NA,"103,131,031,510,328","1,031,310,328",10315
46856,Vincetoxicum hirundinaria,Medik.,anemochorous,anemochorous,biotic,insect,fly,1,0.75,1,1,1,1,2,2,1,1,10313,"1,031,310,191","1,031,310,315",10313,10315
46858,Vincetoxicum nigrum,(L.) Moench,anemochorous,anemochorous,biotic,insect,fly,1,1,1,1,1,2,2,1,1,1,"1,019,110,291","1,019,110,291",10315,10315,10315
46869,Viola arvensis,Murray,unspecialized,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10328,NA,10313,10313,NA
46872,Viola biflora,L.,zoochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,1,1,NA,10313,NA,10313,10313,NA
46884,Viola cunninghamii,Hook.f.,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46891,Viola filicaulis,Hook.f.,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46917,Viola lyallii,Hook.f.,autochorous,autochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
46919,Viola maculata,Cav.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
46920,Viola magellanica,G.Forst.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
46934,Viola palustris,L.,autochorous,NA,biotic,insect,NA,1,NA,1,1,NA,1,NA,2,2,NA,10247,NA,"1,024,710,313","1,024,710,313",NA
46962,Viola tridentata,Sm.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10322,NA,NA,NA,NA
46970,Virola surinamensis,(Rol. ex Rottb.) Warb.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,710,255",NA,NA,NA,NA
46978,Viscum album,L.,zoochorous,NA,biotic,insect,fly,1,NA,1,1,1,3,NA,2,2,1,"101,971,025,510,313",NA,"1,031,310,315","1,031,310,315",10315
46979,Viscum articulatum,Burm.f.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46985,Viscum ovalifolium,Wall. ex DC.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
46986,Viscum triflorum,DC.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
46998,Vitex doniana,Sweet,zoochorous,endozoochorous,biotic,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,017,510,197",10175,10199,NA,NA
47005,Vitex lucens,Kirk,zoochorous,endozoochorous,biotic,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10328,10328,10328,NA,NA
47015,Vitex trifolia,L.,hydrochorous,NA,biotic,insect,insect,1,NA,1,1,1,1,NA,1,1,1,10599,NA,10199,10199,10199
47020,Vitis aestivalis,Michx.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
47032,Vitis tiliifolia,Humb. & Bonpl. ex Schult.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47034,Vitis vinifera,L.,zoochorous,NA,biotic,insect,insect,1,NA,1,1,0.75,2,NA,2,2,2,"1,019,710,255",NA,"1,019,910,313","1,019,910,313","1,019,910,315"
47035,Vitis vulpina,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10197,NA,NA,NA,NA
47038,Vittadinia australis,A.Rich.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
47040,Vittadinia cuneata,DC.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10255,10328,NA,NA,NA
47042,Vittadinia gracilis,(Hook.f.) N.T.Burb.,anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
47044,Vittadinia muelleri,N.T.Burb.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47071,Voacanga africana,Stapf,autochorous,autochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10175,10175,NA,NA,NA
47076,Volkameria inermis,L.,hydrochorous,hydrochorous,NA,NA,NA,1,0.667,NA,NA,NA,1,2,NA,NA,NA,10599,"1,059,910,349",NA,NA,NA
47086,Voyria tenella,Guilding ex Hook.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47113,Vrydagzynea vitiensis,Rchb.f.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
47116,Vulpia ciliata,St.-Lag.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10191,NA,NA,NA,NA
47133,Wahlenbergia albomarginata,Hook.,unspecialized,unspecialized,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
47143,Wahlenbergia gracilis,(G.Forst.) A.DC.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47167,Waireia stenopetala,"(Hook.f.) D.L.Jones, M.A.Clem. & Molloy",anemochorous,anemochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
47168,Waldsteinia ternata,(Stephan) Fritsch,zoochorous,zoochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10191,10191,NA,NA,NA
47211,Washingtonia filifera,(Rafarin) H.Wendl. ex de Bary,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,019,210,255",NA,NA,NA,NA
47212,Washingtonia robusta,H.Wendl.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47214,Watsonia borbonica,(Pourr.) Goldblatt,unspecialized,unspecialized,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA,NA,NA
47256,Wellstedia socotrana,Balf.f.,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47292,Wikstroemia indica,(L.) C.A.Mey.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47299,Wikstroemia nutans,Champ. ex Benth.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47343,Withania somnifera,(L.) Dunal,zoochorous,NA,biotic,insect,bee,1,NA,1,1,1,1,NA,1,1,1,10255,NA,10199,10199,10199
47344,Witheringia solanacea,L'Hér.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47348,Wolffia arrhiza,(L.) Horkel ex Wimm.,hydrochorous,hydrochorous,biotic,insect,NA,1,0.75,1,1,NA,1,2,1,1,NA,10191,"1,019,110,313",10313,10313,NA
47349,Wolffia australiana,(Benth.) Hartog & Plas,hydrochorous,hydrochorous,biotic,insect,NA,1,1,1,1,NA,1,1,1,1,NA,10328,10328,10328,10328,NA
47356,Wollastonia biflora,(L.) DC.,hydrochorous,hydrochorous,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,"102,551,034,910,599","1,034,910,599",NA,NA,NA
47362,Woodsia ilvensis,(L.) R.Br.,anemochorous,anemochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA,NA,NA
47403,Xanthium strumarium,L.,zoochorous,NA,NA,NA,NA,0.667,NA,NA,NA,NA,3,NA,NA,NA,NA,"1,024,710,313",NA,NA,NA,NA
47409,Xanthophyllum flavescens,Roxb.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47431,Xanthosia pilosa,Rudge,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47442,Xanthosoma sagittifolium,(L.) Schott,unspecialized,anthropochorous,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10349,10349,NA,NA,NA
47471,Xerochrysum bracteatum,(Vent.) Tzvelev,anemochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47480,Ximenia americana,L.,zoochorous,NA,biotic,insect,bee,0.8,NA,1,1,1,5,NA,1,1,1,"10,175,101,921,025,900,000",NA,10199,10199,10199
47498,Xylocarpus granatum,J.Koenig,hydrochorous,hydrochorous,NA,NA,NA,1,0.75,NA,NA,NA,2,2,NA,NA,NA,"1,025,510,599","1,059,910,349",NA,NA,NA
47499,Xylocarpus moluccensis,(Lam.) M.Roem.,hydrochorous,hydrochorous,biotic,insect,NA,1,0.75,1,1,NA,2,2,1,1,NA,"1,025,510,599","1,059,910,349",10199,10199,NA
47504,Xylopia aethiopica,(Dunal) A.Rich.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47519,Xylopia quintasii,Pierre ex Engl. & Diels,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10255,NA,NA,NA,NA
47540,Xylosma flexuosa,(Kunth) Hemsl.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,025,910,255",NA,NA,NA,NA
47559,Xylosma orbiculata,(J.R.Forst. & G.Forst.) G.Forst.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
47572,Xylosma simulans,A.C.Sm.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10349,NA,NA,NA,NA
47617,Yucca aloifolia,L.,zoochorous,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,10192,NA,NA,NA,NA
